"Year","Fourseam","Change","Slider","pfx_var","mlbam_id","Sinker","Curve","Split","Cutter","Knuckler","Slow Curve","Screwball"
"2009","-7.05",NA,NA,"pfx_x",434665,"0.00","3.73","-7.55","-1.01",NA,NA,NA
"2010","-6.48",NA,NA,"pfx_x",434665,"0.00","3.68","-7.43","-2.55",NA,NA,NA
"2011","-7.10",NA,NA,"pfx_x",434665,"0.00","5.56","-7.27","-2.42",NA,NA,NA
"2014","-4.92",NA,NA,"pfx_x",434665,"-7.36","6.67","-5.90","-0.97",NA,NA,NA
"2015","-5.54",NA,NA,"pfx_x",434665,"-8.42","6.25","-7.37","-2.63",NA,NA,NA
"2008","96.29",NA,NA,"maxmph",434665,"0.00","85.51","0.00","93.86",NA,NA,NA
"2009","98.32",NA,NA,"maxmph",434665,"0.00","87.10","91.65","94.23",NA,NA,NA
"2010","99.03",NA,NA,"maxmph",434665,"0.00","86.40","93.84","96.00",NA,NA,NA
"2011","97.98",NA,NA,"maxmph",434665,"0.00","85.45","93.92","95.39",NA,NA,NA
"2014","95.93",NA,NA,"maxmph",434665,"95.57","83.20","89.71","94.29",NA,NA,NA
"2015","95.17",NA,NA,"maxmph",434665,"95.42","83.42","89.23","93.76",NA,NA,NA
"2008","93.15",NA,NA,"mph",434665,"0.00","81.91","0.00","89.66",NA,NA,NA
"2009","94.99",NA,NA,"mph",434665,"0.00","83.18","89.79","91.05",NA,NA,NA
"2010","95.41",NA,NA,"mph",434665,"0.00","82.07","89.60","91.89",NA,NA,NA
"2011","95.35",NA,NA,"mph",434665,"0.00","81.98","89.37","92.65",NA,NA,NA
"2014","93.45",NA,NA,"mph",434665,"93.49","79.30","87.50","91.25",NA,NA,NA
"2015","93.40",NA,NA,"mph",434665,"92.83","80.15","87.34","91.35",NA,NA,NA
"2008","3.64","1.22","0.00","bway",463017,"0.00","2.63",NA,NA,NA,NA,NA
"2009","7.41","2.45","3.45","bway",463017,"1.34","6.67",NA,NA,NA,NA,NA
"2013","5.62","3.03","3.33","bway",463017,"12.50","0.00",NA,NA,NA,NA,NA
"2008","-0.24","-0.98","-1.34","vloc",463017,"-1.46","-0.64",NA,NA,NA,NA,NA
"2009","-0.07","-0.62","-0.96","vloc",463017,"-0.44","-0.52",NA,NA,NA,NA,NA
"2013","-0.20","-0.64","-0.73","vloc",463017,"-1.32","0.79",NA,NA,NA,NA,NA
"2008","0.37","0.30","0.39","hloc",463017,"1.25","0.57",NA,NA,NA,NA,NA
"2009","0.25","0.67","0.39","hloc",463017,"0.56","0.42",NA,NA,NA,NA,NA
"2013","0.36","0.74","0.54","hloc",463017,"-0.28","-0.66",NA,NA,NA,NA,NA
"2008","10.14","5.52","1.22","pfx_z",463017,"7.24","-0.53",NA,NA,NA,NA,NA
"2009","9.45","4.70","2.88","pfx_z",463017,"6.70","-0.78",NA,NA,NA,NA,NA
"2013","8.27","3.23","3.02","pfx_z",463017,"6.42","-0.82",NA,NA,NA,NA,NA
"2008","-5.95","-7.47","2.88","pfx_x",463017,"-9.21","3.48",NA,NA,NA,NA,NA
"2009","-5.56","-7.45","2.48","pfx_x",463017,"-8.20","4.55",NA,NA,NA,NA,NA
"2013","-7.18","-8.07","2.12","pfx_x",463017,"-9.23","5.18",NA,NA,NA,NA,NA
"2008","94.30","83.09","85.91","maxmph",463017,"91.94","81.41",NA,NA,NA,NA,NA
"2009","94.31","86.82","88.66","maxmph",463017,"93.09","82.51",NA,NA,NA,NA,NA
"2013","92.82","84.57","84.68","maxmph",463017,"89.93","79.25",NA,NA,NA,NA,NA
"2008","91.97","80.72","82.35","mph",463017,"91.00","76.30",NA,NA,NA,NA,NA
"2009","91.02","82.56","83.40","mph",463017,"89.76","77.52",NA,NA,NA,NA,NA
"2013","89.66","80.35","82.99","mph",463017,"88.15","79.22",NA,NA,NA,NA,NA
"2014","6.26","1.92","3.92","bway",607259,"0.78","6.02",NA,NA,NA,NA,NA
"2015","5.85","2.16","4.42","bway",607259,"2.86","4.72",NA,NA,NA,NA,NA
"2014","-0.06","-0.83","-0.96","vloc",607259,"-0.47","-0.74",NA,NA,NA,NA,NA
"2015","-0.07","-0.92","-1.03","vloc",607259,"-0.46","-0.89",NA,NA,NA,NA,NA
"2014","0.23","0.81","0.31","hloc",607259,"0.51","0.41",NA,NA,NA,NA,NA
"2015","0.02","0.57","0.28","hloc",607259,"0.11","0.34",NA,NA,NA,NA,NA
"2014","10.00","4.45","0.39","pfx_z",607259,"8.06","-8.04",NA,NA,NA,NA,NA
"2015","9.13","4.81","-1.69","pfx_z",607259,"6.89","-8.90",NA,NA,NA,NA,NA
"2014","-5.13","-10.02","1.12","pfx_x",607259,"-7.64","3.82",NA,NA,NA,NA,NA
"2015","-6.23","-9.31","1.62","pfx_x",607259,"-7.95","4.89",NA,NA,NA,NA,NA
"2014","95.68","86.37","88.68","maxmph",607259,"94.24","80.55",NA,NA,NA,NA,NA
"2015","94.05","87.19","85.76","maxmph",607259,"93.91","77.90",NA,NA,NA,NA,NA
"2014","92.32","83.93","85.15","mph",607259,"91.87","76.92",NA,NA,NA,NA,NA
"2015","91.02","83.96","82.11","mph",607259,"90.68","75.31",NA,NA,NA,NA,NA
"2009","6.67","5.88",NA,"bway",458155,"8.61","7.14",NA,"0.00",NA,NA,NA
"2010","0.00","0.00",NA,"bway",458155,"6.98","5.81",NA,"0.00",NA,NA,NA
"2012","0.00","0.00",NA,"bway",458155,"0.00","0.00",NA,"0.00",NA,NA,NA
"2013","0.00","0.00",NA,"bway",458155,"7.69","9.52",NA,"0.00",NA,NA,NA
"2009","-0.07","-0.52",NA,"vloc",458155,"-0.19","-0.82",NA,"0.00",NA,NA,NA
"2010","0.01","-0.90",NA,"vloc",458155,"-0.28","-0.74",NA,"0.00",NA,NA,NA
"2012","-0.22","-2.57",NA,"vloc",458155,"-0.26","-0.25",NA,"0.00",NA,NA,NA
"2013","-1.02","-0.06",NA,"vloc",458155,"-0.19","-1.09",NA,"-0.29",NA,NA,NA
"2009","0.12","0.64",NA,"hloc",458155,"0.27","0.25",NA,"0.00",NA,NA,NA
"2010","0.12","0.35",NA,"hloc",458155,"0.21","0.31",NA,"0.00",NA,NA,NA
"2012","0.29","0.25",NA,"hloc",458155,"0.42","-0.37",NA,"0.00",NA,NA,NA
"2013","-1.04","0.54",NA,"hloc",458155,"0.26","0.36",NA,"-0.11",NA,NA,NA
"2009","7.21","4.25",NA,"pfx_z",458155,"5.42","-2.72",NA,"0.00",NA,NA,NA
"2010","9.01","4.59",NA,"pfx_z",458155,"5.84","-3.24",NA,"0.00",NA,NA,NA
"2012","9.33","3.97",NA,"pfx_z",458155,"7.44","-3.80",NA,"0.00",NA,NA,NA
"2013","9.72","4.50",NA,"pfx_z",458155,"6.30","-2.11",NA,"6.13",NA,NA,NA
"2009","-8.09","-6.65",NA,"pfx_x",458155,"-9.21","0.86",NA,"0.00",NA,NA,NA
"2010","-6.66","-7.06",NA,"pfx_x",458155,"-9.10","2.05",NA,"0.00",NA,NA,NA
"2012","-4.01","-8.51",NA,"pfx_x",458155,"-8.02","0.73",NA,"0.00",NA,NA,NA
"2013","-6.90","-6.48",NA,"pfx_x",458155,"-7.71","0.57",NA,"-3.00",NA,NA,NA
"2009","94.55","82.62",NA,"maxmph",458155,"95.24","85.75",NA,"0.00",NA,NA,NA
"2010","92.88","80.91",NA,"maxmph",458155,"93.82","83.75",NA,"0.00",NA,NA,NA
"2012","90.66","79.13",NA,"maxmph",458155,"92.85","82.91",NA,"0.00",NA,NA,NA
"2013","90.50","80.51",NA,"maxmph",458155,"92.05","84.38",NA,"89.92",NA,NA,NA
"2009","90.62","79.11",NA,"mph",458155,"90.85","81.40",NA,"0.00",NA,NA,NA
"2010","90.98","78.49",NA,"mph",458155,"90.96","80.70",NA,"0.00",NA,NA,NA
"2012","90.66","79.13",NA,"mph",458155,"91.46","82.81",NA,"0.00",NA,NA,NA
"2013","90.05","79.59",NA,"mph",458155,"90.44","82.33",NA,"88.09",NA,NA,NA
"2013","8.97","0.00","10.64","bway",451075,"7.55",NA,NA,NA,NA,NA,NA
"2014","6.90","11.76","6.90","bway",451075,"2.86",NA,NA,NA,NA,NA,NA
"2013","-0.42","-0.87","-0.07","vloc",451075,"-0.93",NA,NA,NA,NA,NA,NA
"2014","-0.34","-0.87","-0.35","vloc",451075,"-0.47",NA,NA,NA,NA,NA,NA
"2013","0.06","0.60","0.02","hloc",451075,"0.15",NA,NA,NA,NA,NA,NA
"2014","0.20","0.41","0.64","hloc",451075,"0.64",NA,NA,NA,NA,NA,NA
"2013","8.20","3.63","0.98","pfx_z",451075,"4.48",NA,NA,NA,NA,NA,NA
"2014","8.55","3.34","1.36","pfx_z",451075,"4.49",NA,NA,NA,NA,NA,NA
"2013","-5.44","-7.32","1.62","pfx_x",451075,"-8.79",NA,NA,NA,NA,NA,NA
"2014","-6.64","-7.50","0.22","pfx_x",451075,"-9.47",NA,NA,NA,NA,NA,NA
"2013","94.51","86.64","84.52","maxmph",451075,"93.77",NA,NA,NA,NA,NA,NA
"2014","94.89","84.94","86.34","maxmph",451075,"94.77",NA,NA,NA,NA,NA,NA
"2013","91.81","84.10","81.47","mph",451075,"90.88",NA,NA,NA,NA,NA,NA
"2014","92.01","83.10","82.65","mph",451075,"90.82",NA,NA,NA,NA,NA,NA
"2009",NA,"3.96","4.60","bway",450852,"3.43",NA,NA,NA,NA,NA,NA
"2010",NA,"4.76","4.82","bway",450852,"3.83",NA,NA,NA,NA,NA,NA
"2011",NA,"7.45","4.44","bway",450852,"4.89",NA,NA,NA,NA,NA,NA
"2012",NA,"4.71","5.13","bway",450852,"6.63",NA,NA,NA,NA,NA,NA
"2013",NA,"0.00","0.00","bway",450852,"5.00",NA,NA,NA,NA,NA,NA
"2009",NA,"-0.55","-0.60","vloc",450852,"0.15",NA,NA,NA,NA,NA,NA
"2010",NA,"-0.68","-0.17","vloc",450852,"0.00",NA,NA,NA,NA,NA,NA
"2011",NA,"-0.55","-0.61","vloc",450852,"-0.25",NA,NA,NA,NA,NA,NA
"2012",NA,"-0.50","-0.47","vloc",450852,"-0.06",NA,NA,NA,NA,NA,NA
"2013",NA,"0.01","-0.20","vloc",450852,"-0.33",NA,NA,NA,NA,NA,NA
"2009",NA,"0.56","0.48","hloc",450852,"0.39",NA,NA,NA,NA,NA,NA
"2010",NA,"0.60","0.29","hloc",450852,"0.52",NA,NA,NA,NA,NA,NA
"2011",NA,"0.58","0.69","hloc",450852,"0.51",NA,NA,NA,NA,NA,NA
"2012",NA,"0.64","0.70","hloc",450852,"0.56",NA,NA,NA,NA,NA,NA
"2013",NA,"0.15","0.93","hloc",450852,"0.80",NA,NA,NA,NA,NA,NA
"2009",NA,"5.47","2.82","pfx_z",450852,"6.39",NA,NA,NA,NA,NA,NA
"2010",NA,"3.21","3.32","pfx_z",450852,"4.94",NA,NA,NA,NA,NA,NA
"2011",NA,"1.65","2.74","pfx_z",450852,"4.81",NA,NA,NA,NA,NA,NA
"2012",NA,"0.81","2.59","pfx_z",450852,"4.80",NA,NA,NA,NA,NA,NA
"2013",NA,"1.73","1.87","pfx_z",450852,"5.22",NA,NA,NA,NA,NA,NA
"2009",NA,"-9.44","1.74","pfx_x",450852,"-8.66",NA,NA,NA,NA,NA,NA
"2010",NA,"-9.21","0.06","pfx_x",450852,"-8.51",NA,NA,NA,NA,NA,NA
"2011",NA,"-9.01","0.95","pfx_x",450852,"-8.27",NA,NA,NA,NA,NA,NA
"2012",NA,"-9.49","0.57","pfx_x",450852,"-8.38",NA,NA,NA,NA,NA,NA
"2013",NA,"-10.22","-0.05","pfx_x",450852,"-8.67",NA,NA,NA,NA,NA,NA
"2009",NA,"88.98","86.85","maxmph",450852,"94.29",NA,NA,NA,NA,NA,NA
"2010",NA,"87.61","86.75","maxmph",450852,"94.15",NA,NA,NA,NA,NA,NA
"2011",NA,"88.08","86.96","maxmph",450852,"93.25",NA,NA,NA,NA,NA,NA
"2012",NA,"88.14","86.47","maxmph",450852,"93.05",NA,NA,NA,NA,NA,NA
"2013",NA,"84.98","85.97","maxmph",450852,"93.15",NA,NA,NA,NA,NA,NA
"2009",NA,"85.91","82.77","mph",450852,"91.49",NA,NA,NA,NA,NA,NA
"2010",NA,"85.00","84.45","mph",450852,"91.74",NA,NA,NA,NA,NA,NA
"2011",NA,"83.90","82.49","mph",450852,"90.41",NA,NA,NA,NA,NA,NA
"2012",NA,"81.66","82.53","mph",450852,"90.02",NA,NA,NA,NA,NA,NA
"2013",NA,"83.25","84.36","mph",450852,"90.94",NA,NA,NA,NA,NA,NA
"2011","0.00","0.00","0.00","bway",593372,"0.00",NA,NA,"0.00",NA,NA,NA
"2013","7.55","0.00","4.00","bway",593372,"2.43",NA,NA,"0.00",NA,NA,NA
"2014","6.39","3.05","4.61","bway",593372,"4.59",NA,NA,"0.00",NA,NA,NA
"2015","6.07","1.50","7.31","bway",593372,"4.16",NA,NA,"0.00",NA,NA,NA
"2011","0.95","-0.02","-1.17","vloc",593372,"0.00",NA,NA,"0.00",NA,NA,NA
"2013","-0.06","-0.65","-0.48","vloc",593372,"-0.58",NA,NA,"0.00",NA,NA,NA
"2014","-0.07","-1.08","-0.73","vloc",593372,"-0.48",NA,NA,"-0.52",NA,NA,NA
"2015","-0.07","-0.93","-0.52","vloc",593372,"-0.46",NA,NA,"0.00",NA,NA,NA
"2011","-0.57","-0.79","-0.59","hloc",593372,"0.00",NA,NA,"0.00",NA,NA,NA
"2013","0.22","0.56","0.26","hloc",593372,"-0.09",NA,NA,"0.00",NA,NA,NA
"2014","0.27","0.61","0.52","hloc",593372,"0.03",NA,NA,"0.24",NA,NA,NA
"2015","0.28","0.60","0.45","hloc",593372,"-0.00",NA,NA,"0.00",NA,NA,NA
"2011","8.79","7.82","-4.56","pfx_z",593372,"0.00",NA,NA,"0.00",NA,NA,NA
"2013","7.56","4.68","-1.82","pfx_z",593372,"2.19",NA,NA,"0.00",NA,NA,NA
"2014","8.22","5.50","0.93","pfx_z",593372,"3.14",NA,NA,"4.66",NA,NA,NA
"2015","8.20","2.68","-0.10","pfx_z",593372,"3.97",NA,NA,"0.00",NA,NA,NA
"2011","-3.82","-5.02","8.23","pfx_x",593372,"0.00",NA,NA,"0.00",NA,NA,NA
"2013","-5.44","-6.85","7.38","pfx_x",593372,"-8.81",NA,NA,"0.00",NA,NA,NA
"2014","-4.13","-5.30","4.82","pfx_x",593372,"-8.19",NA,NA,"-1.97",NA,NA,NA
"2015","-4.43","-8.94","5.90","pfx_x",593372,"-8.44",NA,NA,"0.00",NA,NA,NA
"2011","98.39","87.00","82.22","maxmph",593372,"0.00",NA,NA,"0.00",NA,NA,NA
"2013","101.68","90.10","85.77","maxmph",593372,"100.00",NA,NA,"0.00",NA,NA,NA
"2014","102.20","91.92","90.31","maxmph",593372,"100.49",NA,NA,"90.68",NA,NA,NA
"2015","101.03","91.65","90.21","maxmph",593372,"99.49",NA,NA,"0.00",NA,NA,NA
"2011","97.53","87.00","80.03","mph",593372,"0.00",NA,NA,"0.00",NA,NA,NA
"2013","98.42","87.19","82.44","mph",593372,"96.39",NA,NA,"0.00",NA,NA,NA
"2014","98.06","89.10","86.53","mph",593372,"96.48",NA,NA,"89.57",NA,NA,NA
"2015","96.53","87.69","85.92","mph",593372,"95.72",NA,NA,"0.00",NA,NA,NA
"2011","14.29","0.00","0.00","bway",514669,"0.00",NA,NA,NA,NA,NA,NA
"2015","5.42","0.00","3.57","bway",514669,"0.00",NA,NA,NA,NA,NA,NA
"2011","-0.79","-1.83","-1.50","vloc",514669,"-0.62",NA,NA,NA,NA,NA,NA
"2015","0.15","-1.39","-0.95","vloc",514669,"-0.57",NA,NA,NA,NA,NA,NA
"2011","0.04","1.30","-0.10","hloc",514669,"-0.25",NA,NA,NA,NA,NA,NA
"2015","0.48","1.33","0.50","hloc",514669,"-0.84",NA,NA,NA,NA,NA,NA
"2011","8.06","4.66","2.14","pfx_z",514669,"4.54",NA,NA,NA,NA,NA,NA
"2015","7.83","2.43","3.45","pfx_z",514669,"1.52",NA,NA,NA,NA,NA,NA
"2011","-2.47","-6.11","7.87","pfx_x",514669,"-6.23",NA,NA,NA,NA,NA,NA
"2015","-4.83","-10.19","7.16","pfx_x",514669,"-9.52",NA,NA,NA,NA,NA,NA
"2011","92.01","82.12","81.68","maxmph",514669,"91.36",NA,NA,NA,NA,NA,NA
"2015","91.58","85.66","83.45","maxmph",514669,"91.47",NA,NA,NA,NA,NA,NA
"2011","90.49","82.00","80.76","mph",514669,"89.94",NA,NA,NA,NA,NA,NA
"2015","89.72","84.10","80.50","mph",514669,"91.47",NA,NA,NA,NA,NA,NA
"2009","6.72","7.14",NA,"bway",455605,"5.17","3.05",NA,"5.45",NA,NA,NA
"2010","6.21","2.82",NA,"bway",455605,"2.56","0.93",NA,"5.70",NA,NA,NA
"2009","-0.22","-0.43",NA,"vloc",455605,"-0.40","-1.01",NA,"-0.41",NA,NA,NA
"2010","-0.25","-0.43",NA,"vloc",455605,"-0.58","-1.23",NA,"-0.50",NA,NA,NA
"2009","0.43","0.62",NA,"hloc",455605,"0.86","0.28",NA,"0.54",NA,NA,NA
"2010","0.44","1.08",NA,"hloc",455605,"0.80","0.33",NA,"0.26",NA,NA,NA
"2009","9.80","5.97",NA,"pfx_z",455605,"6.64","-10.12",NA,"4.62",NA,NA,NA
"2010","9.72","5.79",NA,"pfx_z",455605,"5.28","-9.67",NA,"4.91",NA,NA,NA
"2009","-4.35","-9.41",NA,"pfx_x",455605,"-8.15","6.26",NA,"1.61",NA,NA,NA
"2010","-4.24","-8.70",NA,"pfx_x",455605,"-7.70","5.74",NA,"1.68",NA,NA,NA
"2009","91.28","88.05",NA,"maxmph",455605,"91.19","75.93",NA,"90.62",NA,NA,NA
"2010","89.39","84.16",NA,"maxmph",455605,"89.15","75.73",NA,"88.72",NA,NA,NA
"2009","87.69","81.70",NA,"mph",455605,"87.69","72.62",NA,"85.13",NA,NA,NA
"2010","86.84","81.55",NA,"mph",455605,"86.67","72.97",NA,"84.66",NA,NA,NA
"2013","4.41","0.00","5.48","bway",543495,"0.00","4.05",NA,NA,NA,NA,NA
"2014","0.00","0.00","6.25","bway",543495,"11.11","0.00",NA,NA,NA,NA,NA
"2013","-0.06","-1.18","-0.80","vloc",543495,"0.00","-1.35",NA,NA,NA,NA,NA
"2014","-0.27","-0.85","-0.60","vloc",543495,"0.13","-1.68",NA,NA,NA,NA,NA
"2013","0.28","0.72","0.20","hloc",543495,"0.00","0.40",NA,NA,NA,NA,NA
"2014","0.35","0.86","-0.05","hloc",543495,"0.81","-0.51",NA,NA,NA,NA,NA
"2013","10.09","3.55","-0.28","pfx_z",543495,"0.00","-10.49",NA,NA,NA,NA,NA
"2014","10.76","3.19","0.38","pfx_z",543495,"7.90","-9.99",NA,NA,NA,NA,NA
"2013","-4.63","-6.68","2.46","pfx_x",543495,"0.00","4.88",NA,NA,NA,NA,NA
"2014","-4.23","-7.34","2.56","pfx_x",543495,"-7.00","5.04",NA,NA,NA,NA,NA
"2013","97.86","89.82","89.59","maxmph",543495,"0.00","79.16",NA,NA,NA,NA,NA
"2014","95.02","85.91","87.53","maxmph",543495,"95.65","76.47",NA,NA,NA,NA,NA
"2013","94.14","86.30","85.54","mph",543495,"0.00","76.16",NA,NA,NA,NA,NA
"2014","92.90","85.20","84.84","mph",543495,"92.92","74.15",NA,NA,NA,NA,NA
"2015","7.78","0.00","6.56","bway",592533,"9.09","3.45",NA,"8.33",NA,NA,NA
"2015","-0.05","-1.20","-1.02","vloc",592533,"-0.24","-0.92",NA,"-0.57",NA,NA,NA
"2015","0.30","0.71","0.35","hloc",592533,"0.43","0.12",NA,"0.41",NA,NA,NA
"2015","8.76","3.71","-0.43","pfx_z",592533,"5.74","-8.45",NA,"4.87",NA,NA,NA
"2015","-3.65","-6.43","4.21","pfx_x",592533,"-6.86","9.35",NA,"2.39",NA,NA,NA
"2015","93.52","84.70","84.94","maxmph",592533,"90.35","77.27",NA,"88.23",NA,NA,NA
"2015","90.74","83.44","81.84","mph",592533,"88.93","73.81",NA,"86.31",NA,NA,NA
"2011","0.00","0.00","0.00","bway",455119,"0.00",NA,NA,"0.00",NA,NA,NA
"2012","6.67","14.29","2.17","bway",455119,"6.25",NA,NA,"0.00",NA,NA,NA
"2014","6.19","0.00","4.44","bway",455119,"8.20",NA,NA,"9.26",NA,NA,NA
"2015","4.04","0.00","1.72","bway",455119,"0.00",NA,NA,"5.38",NA,NA,NA
"2011","-0.01","0.00","-0.32","vloc",455119,"-0.36",NA,NA,"0.08",NA,NA,NA
"2012","0.11","-0.13","-0.91","vloc",455119,"-0.30",NA,NA,"0.00",NA,NA,NA
"2014","-0.10","0.00","-0.98","vloc",455119,"-0.40",NA,NA,"-0.55",NA,NA,NA
"2015","-0.15","0.00","-1.44","vloc",455119,"-0.71",NA,NA,"-0.67",NA,NA,NA
"2011","0.37","0.00","-0.63","hloc",455119,"-0.51",NA,NA,"0.75",NA,NA,NA
"2012","-0.03","0.69","0.29","hloc",455119,"-0.00",NA,NA,"0.00",NA,NA,NA
"2014","0.28","0.00","0.47","hloc",455119,"-0.23",NA,NA,"0.22",NA,NA,NA
"2015","0.42","0.00","0.24","hloc",455119,"-0.75",NA,NA,"0.32",NA,NA,NA
"2011","7.98","0.00","-3.71","pfx_z",455119,"4.57",NA,NA,"1.72",NA,NA,NA
"2012","8.33","0.34","1.01","pfx_z",455119,"7.01",NA,NA,"0.00",NA,NA,NA
"2014","7.31","0.00","-1.47","pfx_z",455119,"5.80",NA,NA,"4.55",NA,NA,NA
"2015","8.16","0.00","-2.65","pfx_z",455119,"7.34",NA,NA,"4.10",NA,NA,NA
"2011","-4.60","0.00","4.94","pfx_x",455119,"-7.37",NA,NA,"5.10",NA,NA,NA
"2012","-3.37","-1.57","2.47","pfx_x",455119,"-5.73",NA,NA,"0.00",NA,NA,NA
"2014","-3.12","0.00","1.59","pfx_x",455119,"-7.47",NA,NA,"1.23",NA,NA,NA
"2015","-2.16","0.00","3.65","pfx_x",455119,"-7.29",NA,NA,"2.77",NA,NA,NA
"2011","96.27","0.00","82.27","maxmph",455119,"94.41",NA,NA,"90.85",NA,NA,NA
"2012","96.90","84.14","86.48","maxmph",455119,"95.87",NA,NA,"0.00",NA,NA,NA
"2014","98.27","0.00","84.61","maxmph",455119,"96.76",NA,NA,"93.36",NA,NA,NA
"2015","97.99","0.00","86.61","maxmph",455119,"95.56",NA,NA,"92.18",NA,NA,NA
"2011","94.48","0.00","81.69","mph",455119,"93.31",NA,NA,"89.44",NA,NA,NA
"2012","94.82","83.18","84.96","mph",455119,"93.49",NA,NA,"0.00",NA,NA,NA
"2014","95.33","0.00","83.06","mph",455119,"94.47",NA,NA,"90.95",NA,NA,NA
"2015","94.90","0.00","83.18","mph",455119,"93.80",NA,NA,"89.55",NA,NA,NA
"2009","4.13","3.85",NA,"bway",469690,NA,"3.92",NA,NA,NA,NA,NA
"2010","5.88","0.00",NA,"bway",469690,NA,"5.68",NA,NA,NA,NA,NA
"2012","5.90","0.00",NA,"bway",469690,NA,"6.54",NA,NA,NA,NA,NA
"2013","0.00","0.00",NA,"bway",469690,NA,"0.00",NA,NA,NA,NA,NA
"2009","-0.24","-1.23",NA,"vloc",469690,NA,"-0.39",NA,NA,NA,NA,NA
"2010","-0.26","-1.10",NA,"vloc",469690,NA,"-0.89",NA,NA,NA,NA,NA
"2012","-0.34","-0.88",NA,"vloc",469690,NA,"-0.73",NA,NA,NA,NA,NA
"2013","0.05","-1.56",NA,"vloc",469690,NA,"-1.16",NA,NA,NA,NA,NA
"2009","0.22","0.37",NA,"hloc",469690,NA,"0.05",NA,NA,NA,NA,NA
"2010","0.24","0.35",NA,"hloc",469690,NA,"0.29",NA,NA,NA,NA,NA
"2012","0.11","0.57",NA,"hloc",469690,NA,"0.29",NA,NA,NA,NA,NA
"2013","0.37","0.36",NA,"hloc",469690,NA,"-0.08",NA,NA,NA,NA,NA
"2009","8.03","2.33",NA,"pfx_z",469690,NA,"-4.45",NA,NA,NA,NA,NA
"2010","8.40","2.97",NA,"pfx_z",469690,NA,"-4.05",NA,NA,NA,NA,NA
"2012","7.79","3.48",NA,"pfx_z",469690,NA,"-5.14",NA,NA,NA,NA,NA
"2013","9.51","4.14",NA,"pfx_z",469690,NA,"-5.60",NA,NA,NA,NA,NA
"2009","-7.32","-9.05",NA,"pfx_x",469690,NA,"4.65",NA,NA,NA,NA,NA
"2010","-6.85","-8.47",NA,"pfx_x",469690,NA,"3.78",NA,NA,NA,NA,NA
"2012","-7.57","-7.19",NA,"pfx_x",469690,NA,"4.10",NA,NA,NA,NA,NA
"2013","-6.82","-8.26",NA,"pfx_x",469690,NA,"3.03",NA,NA,NA,NA,NA
"2009","96.65","89.80",NA,"maxmph",469690,NA,"85.64",NA,NA,NA,NA,NA
"2010","96.86","89.70",NA,"maxmph",469690,NA,"85.78",NA,NA,NA,NA,NA
"2012","96.62","90.10",NA,"maxmph",469690,NA,"85.58",NA,NA,NA,NA,NA
"2013","97.40","89.88",NA,"maxmph",469690,NA,"85.35",NA,NA,NA,NA,NA
"2009","94.27","86.74",NA,"mph",469690,NA,"83.04",NA,NA,NA,NA,NA
"2010","94.06","86.58",NA,"mph",469690,NA,"82.67",NA,NA,NA,NA,NA
"2012","94.26","86.39",NA,"mph",469690,NA,"82.23",NA,NA,NA,NA,NA
"2013","94.94","88.20",NA,"mph",469690,NA,"84.17",NA,NA,NA,NA,NA
"2011","0.00","0.00","4.17","bway",501687,NA,NA,NA,NA,NA,NA,NA
"2012","4.44","2.04","6.09","bway",501687,NA,NA,NA,NA,NA,NA,NA
"2011","-0.41","-1.15","-0.43","vloc",501687,NA,NA,NA,NA,NA,NA,NA
"2012","-0.33","-1.01","-0.82","vloc",501687,NA,NA,NA,NA,NA,NA,NA
"2011","0.58","0.50","0.34","hloc",501687,NA,NA,NA,NA,NA,NA,NA
"2012","0.47","0.67","0.41","hloc",501687,NA,NA,NA,NA,NA,NA,NA
"2011","10.62","7.69","2.12","pfx_z",501687,NA,NA,NA,NA,NA,NA,NA
"2012","9.96","5.48","3.88","pfx_z",501687,NA,NA,NA,NA,NA,NA,NA
"2011","-0.76","-5.52","3.78","pfx_x",501687,NA,NA,NA,NA,NA,NA,NA
"2012","-3.40","-6.50","0.26","pfx_x",501687,NA,NA,NA,NA,NA,NA,NA
"2011","93.92","86.79","84.93","maxmph",501687,NA,NA,NA,NA,NA,NA,NA
"2012","95.87","89.19","88.47","maxmph",501687,NA,NA,NA,NA,NA,NA,NA
"2011","90.97","82.81","82.06","mph",501687,NA,NA,NA,NA,NA,NA,NA
"2012","92.15","84.91","85.00","mph",501687,NA,NA,NA,NA,NA,NA,NA
"2008","5.79","3.85","7.18","bway",150122,"0.00","0.00",NA,"20.00",NA,NA,NA
"2009","6.01","0.00","4.71","bway",150122,"0.00","0.00",NA,"0.00",NA,NA,NA
"2010","7.09","0.00","5.74","bway",150122,"0.00","7.14",NA,"0.00",NA,NA,NA
"2008","0.17","-0.33","-0.31","vloc",150122,"-0.20","0.00",NA,"0.13",NA,NA,NA
"2009","0.18","-0.48","-0.30","vloc",150122,"-1.09","0.07",NA,"0.00",NA,NA,NA
"2010","0.37","0.00","-0.08","vloc",150122,"0.12","-0.07",NA,"0.00",NA,NA,NA
"2008","0.40","0.50","0.36","hloc",150122,"0.43","0.00",NA,"1.00",NA,NA,NA
"2009","0.41","0.09","0.22","hloc",150122,"1.17","0.38",NA,"0.00",NA,NA,NA
"2010","0.39","0.00","0.64","hloc",150122,"0.44","0.59",NA,"0.00",NA,NA,NA
"2008","7.92","3.19","-0.12","pfx_z",150122,"9.17","0.00",NA,"4.73",NA,NA,NA
