playerID,yearID,HR,BB,HBP,SO,IPouts,FIP
arrieja01,2011,21,59,4,93,358,5.33784916201117
arrieja01,2014,5,41,3,167,470,2.25753191489362
atchisc01,2010,9,19,1,41,180,4.66233333333333
atchisc01,2013,4,12,0,28,136,3.75388235294118
atchisc01,2012,2,9,0,36,154,2.72487012987013
atchisc01,2011,0,6,2,17,91,2.69532967032967
atchisc01,2014,4,14,0,49,216,3.07644444444444
atchisc01,2015,6,4,1,12,59,6.64247457627119
aumonph01,2012,0,9,1,14,44,3.23136363636364
aumonph01,2014,3,5,0,6,17,10.5437647058824
aumonph01,2013,0,13,3,19,58,3.56524137931034
aumonph01,2015,2,7,0,3,12,13.384
avilalu01,2014,2,21,3,25,130,4.23969230769231
avilalu01,2012,1,10,1,33,108,2.53944444444444
avilalu01,2013,1,22,4,38,195,3.27876923076923
avilalu01,2015,6,15,1,49,160,3.659
axelrdy01,2013,24,43,4,73,385,5.44020779220779
axelrdy01,2011,1,9,1,19,56,3.29285714285714
axelrdy01,2012,8,21,4,40,153,5.03617647058824
axelrdy01,2014,5,4,0,20,55,5.15018181818182
axelrdy01,2015,5,8,0,12,37,8.40427027027027
axforjo01,2014,6,36,2,63,164,4.33931707317073
axforjo01,2010,1,27,1,76,174,2.13072413793103
axforjo01,2012,10,39,2,93,208,4.06134615384615
axforjo01,2015,4,32,0,62,167,3.5651377245509
axforjo01,2013,10,26,2,65,195,4.34030769230769
axforjo01,2011,4,25,0,86,221,2.41414027149321
ayalalu01,2011,5,20,6,39,168,4.18571428571429
ayalalu01,2013,2,13,0,22,99,3.68436363636364
ayalalu01,2012,7,14,4,51,225,3.66833333333333
badenbu01,2012,6,12,1,42,187,3.62441176470588
badenbu01,2015,4,20,0,36,199,3.73701507537688
badenbu01,2010,5,21,2,47,203,3.67013300492611
badenbu01,2011,1,24,4,51,191,2.94646596858639
badenbu01,2014,1,19,2,40,212,3.07539622641509
badenbu01,2013,6,12,0,42,187,3.52928342245989
bailean01,2013,7,12,0,39,86,4.7573023255814
bailean01,2012,2,8,0,14,46,4.52978260869565
bailean01,2015,2,5,0,6,26,6.48015384615385
bailean01,2011,3,12,0,41,125,2.857
bailean01,2010,3,13,0,42,147,2.95655102040816
balesco01,2010,2,11,2,28,63,3.50757142857143
balesco01,2015,3,13,1,13,47,6.64463829787234
balesco01,2011,7,14,1,34,107,4.93154205607477
balesco01,2012,5,11,3,12,54,7.70611111111111
balfogr01,2011,8,20,0,59,186,3.76693548387097
balfogr01,2013,7,27,0,72,188,3.4948085106383
balfogr01,2015,1,4,1,0,13,9.59553846153846
balfogr01,2014,3,41,1,57,187,3.95018181818182
balfogr01,2012,4,28,1,72,224,3.02803571428571
balfogr01,2010,3,17,0,56,166,2.68140963855422
bardda01,2012,9,43,8,38,178,6.36466292134831
bardda01,2010,6,30,2,76,224,3.37364285714286
bardda01,2011,5,24,2,74,219,2.95650684931507
bardda01,2013,0,2,0,1,3,7.048
bassan01,2014,6,7,2,7,81,6.50237037037037
bassan01,2011,3,21,1,24,145,4.20431034482759
bassan01,2013,4,20,0,31,126,4.23847619047619
bassan01,2015,5,20,1,45,192,3.72775
bassan01,2012,10,39,1,80,291,4.02283505154639
bastaan01,2014,4,34,2,81,192,3.10075
bastaan01,2011,6,26,0,70,174,3.30086206896552
bastaan01,2013,2,21,1,47,128,3.001125
bastaan01,2010,1,9,2,26,56,2.75757142857143
bastaan01,2015,4,26,3,64,172,3.32586046511628
bastaan01,2012,7,26,2,81,156,3.345
batismi01,2010,9,39,5,55,248,4.76045161290323
batismi01,2012,6,33,1,36,158,5.14563291139241
batismi01,2011,2,33,6,31,180,4.375
bauertr01,2014,16,60,11,143,459,4.01435294117647
bauertr01,2015,23,79,5,170,528,4.33286363636364
bauertr01,2013,3,16,1,11,51,7.048
bauertr01,2012,2,13,1,17,49,5.17663265306122
beatope01,2011,5,27,4,39,201,4.21902985074627
beatope01,2013,1,2,1,5,30,4.248
beatope01,2014,0,3,0,3,13,3.82430769230769
beatope01,2012,1,5,1,12,36,3.67833333333333
beavabl01,2014,2,0,0,1,12,9.132
beavabl01,2013,8,8,1,27,119,4.98917647058824
beavabl01,2012,23,24,10,67,457,4.8477352297593
beavabl01,2011,13,15,3,42,291,4.45798969072165
beckejo02,2013,8,15,1,41,130,4.66338461538462
beckejo02,2010,20,45,8,116,383,4.54375195822454
beckejo02,2011,21,52,9,175,579,3.57422279792746
beckejo02,2014,17,39,5,107,347,4.33372910662824
beckejo02,2012,21,52,5,132,511,4.15175146771037
bedarer01,2014,10,29,2,64,227,4.38750660792952
bedarer01,2012,14,56,3,118,377,4.07377984084881
bedarer01,2013,18,75,6,138,453,4.37912582781457
bedarer01,2011,14,48,1,125,388,3.63582474226804
belisma01,2013,6,15,0,62,219,3.03430136986301
belisma01,2015,1,15,3,25,101,3.6389504950495
belisma01,2010,7,16,2,91,276,2.67682608695652
belisma01,2012,5,18,3,69,240,2.97
belisma01,2014,5,19,1,43,194,3.73509278350515
belisma01,2011,5,14,4,58,216,3.06666666666667
belisro01,2013,3,28,5,49,204,3.63623529411765
belisro01,2015,0,4,0,6,24,3.134
belisro01,2012,3,29,4,69,213,3.095
belisro01,2014,4,18,5,47,199,3.5390351758794
belisro01,2010,6,19,3,38,166,4.3079156626506
belivje01,2015,1,1,0,2,8,7.634
belivje01,2014,1,7,2,28,72,2.46533333333333
belivje01,2013,0,1,0,0,2,7.548
belivje01,2012,5,12,1,17,53,7.0572641509434
bellhe01,2014,1,8,4,12,52,4.57430769230769
bellhe01,2011,4,21,0,51,188,3.23244680851064
bellhe01,2012,5,29,2,59,191,3.7232722513089
bellhe01,2010,1,28,1,86,210,2.05042857142857
bellhe01,2013,12,16,3,72,197,4.0987614213198
belowdu01,2012,6,8,1,29,139,4.10938848920863
belowdu01,2013,0,2,0,2,8,3.798
belowdu01,2011,2,11,1,14,87,4.19741379310345
benoijo01,2012,14,22,1,84,213,4.26401408450704
benoijo01,2015,7,23,2,63,196,3.74624489795918
benoijo01,2011,5,17,2,63,183,2.9594262295082
benoijo01,2013,5,22,1,73,201,2.86889552238806
benoijo01,2010,6,11,0,75,181,2.43259116022099
benoijo01,2014,3,14,1,64,163,2.32218404907975
bergebr02,2011,16,32,3,61,303,4.91608910891089
bergebr02,2010,26,51,7,81,510,5.13782352941177
bergebr02,2012,2,7,1,18,89,3.56691011235955
berkeja01,2011,10,21,1,41,141,5.45053191489362
berkeja01,2010,5,19,0,45,187,3.59236898395722
berkeja01,2012,5,7,1,11,59,6.50177966101695
betande01,2013,1,2,0,10,15,2.848
betande01,2014,4,24,4,135,270,1.64311111111111
betande01,2011,0,6,1,2,8,9.4
betande01,2015,6,40,3,131,252,2.4792380952381
bettich01,2015,11,42,3,98,345,3.84704347826087
bettich01,2013,6,20,2,30,134,4.92859701492537
bettich01,2014,4,10,1,13,74,5.52389189189189
blackni01,2010,25,40,4,68,483,5.07278881987578
blackni01,2012,23,26,1,42,296,6.095
blackni01,2011,19,54,4,76,445,4.83848314606742
blantjo01,2010,27,43,3,134,527,4.33706451612903
blantjo01,2011,5,9,1,35,124,3.62983870967742
blantjo01,2013,29,34,4,108,398,5.12086432160804
blantjo01,2015,7,16,1,79,228,2.92347368421053
blantjo01,2012,29,34,3,166,573,3.91175392670157
blevije01,2015,0,0,0,4,15,1.534
blevije01,2011,2,14,1,26,85,3.69558823529412
blevije01,2010,7,18,1,46,146,4.22968493150685
blevije01,2014,3,23,1,66,172,2.76572093023256
blevije01,2012,7,25,5,54,196,4.21234693877551
blevije01,2013,7,17,4,52,180,3.88133333333333
boggsmi01,2011,4,21,2,48,182,3.43708791208791
boggsmi01,2013,5,20,3,16,70,7.41942857142857
boggsmi01,2010,5,27,4,52,202,3.8809801980198
boggsmi01,2012,5,21,4,58,220,3.42227272727273
bowdemi01,2010,2,4,0,13,46,3.86160869565217
bowdemi01,2012,5,17,1,32,119,4.48155462184874
bowdemi01,2011,3,11,0,17,60,4.925
bowdemi01,2013,3,15,3,23,113,4.29578761061947
boxbebr01,2015,9,32,2,74,189,4.26098412698413
boxbebr01,2014,9,20,4,104,194,2.83818556701031
boxbebr01,2012,3,18,2,33,83,4.28777108433735
boxbebr01,2013,3,13,0,24,66,4.41163636363636
brachbr01,2014,6,25,1,54,187,3.90205347593583
brachbr01,2011,0,7,1,11,21,3.31071428571429
brachbr01,2012,11,33,2,75,200,4.565
brachbr01,2013,3,19,0,31,93,4.14477419354839
brachbr01,2015,7,38,0,89,238,3.47433613445378
braybi01,2011,3,17,2,44,145,3.19051724137931
braybi01,2012,2,14,0,7,26,9.32576923076923
braybi01,2010,4,10,0,30,85,3.85547058823529
breslcr01,2013,3,18,2,33,179,3.60107262569832
breslcr01,2010,9,29,0,71,224,3.90935714285714
breslcr01,2011,4,21,2,44,178,3.5811797752809
breslcr01,2012,5,22,2,61,190,3.33184210526316
breslcr01,2015,12,23,2,46,195,5.27246153846154
breslcr01,2014,8,28,2,37,163,5.34058895705521
brittza01,2011,12,62,1,97,463,4.00340172786177
brittza01,2013,4,17,1,18,120,4.798
brittza01,2015,3,14,1,79,197,2.00709644670051
brittza01,2012,6,32,2,53,181,4.32151933701657
brittza01,2014,4,23,1,62,229,3.132
brothre01,2014,7,39,2,55,169,4.97815384615385
brothre01,2015,0,8,0,5,31,4.48883870967742
brothre01,2012,5,37,1,83,203,3.28711822660099
brothre01,2011,4,20,0,59,122,2.87745901639344
brothre01,2013,5,36,0,76,202,3.35988118811881
broxtjo01,2014,4,19,1,49,176,3.37063636363636
broxtjo01,2011,2,9,0,10,38,5.63026315789474
broxtjo01,2013,4,12,4,25,92,4.6784347826087
broxtjo01,2010,4,28,2,73,187,3.01482887700535
broxtjo01,2012,2,17,3,45,174,3.02603448275862
broxtjo01,2015,7,22,0,63,181,3.64781215469613
brunebr01,2010,1,20,0,16,53,5.39975471698113
brunebr01,2012,0,2,0,2,3,5.095
brunebr01,2011,4,12,0,16,59,5.87245762711864
buchhcl01,2014,17,54,10,132,511,4.0067553816047
buchhcl01,2011,10,31,2,60,248,4.34354838709677
buchhcl01,2013,4,36,1,96,325,2.78030769230769
buchhcl01,2012,25,64,12,129,568,4.6530985915493
buchhcl01,2015,6,23,5,107,340,2.67517647058824
buchhcl01,2010,9,67,5,120,521,3.61450863723608
buehrma01,2011,21,45,2,109,616,3.97954545454545
buehrma01,2015,22,33,7,91,596,4.26151677852349
buehrma01,2012,26,40,4,125,607,4.18231466227348
buehrma01,2014,15,46,4,119,606,3.66170297029703
buehrma01,2010,17,49,1,99,631,3.90150396196514
buehrma01,2013,24,51,9,139,611,4.09873649754501
buenofr01,2014,3,7,1,20,97,3.84334020618557
buenofr01,2012,0,2,1,7,52,2.80653846153846
buenofr01,2013,0,2,0,5,25,2.568
bumgama01,2012,23,49,7,191,625,3.503
bumgama01,2014,21,43,6,219,652,3.04917791411043
bumgama01,2010,11,26,5,86,333,3.65557657657658
bumgama01,2015,21,39,7,234,655,2.87293129770992
bumgama01,2013,15,62,6,199,604,3.05296688741722
bumgama01,2011,12,46,5,191,614,2.66832247557003
burneaj01,2011,31,83,9,173,571,4.77456217162872
burneaj01,2015,11,49,11,143,492,3.35960975609756
burneaj01,2013,11,67,9,209,573,2.80192670157068
burneaj01,2014,20,96,16,190,641,4.14292043681747
burneaj01,2012,18,62,9,180,607,3.52498352553542
burneaj01,2010,25,78,19,145,560,4.82542857142857
burneal01,2010,6,23,2,37,143,4.73634265734266
burneal01,2011,4,21,8,33,152,4.46578947368421
burneal01,2012,4,26,3,36,215,4.02988372093023
burneal01,2013,0,2,0,2,7,3.90514285714286
burnese01,2012,4,12,3,57,170,2.795
burnese01,2014,0,0,0,0,2,3.132
burnese01,2010,3,20,1,62,189,2.72979365079365
burnese01,2013,1,4,0,7,29,4.18593103448276
burnese01,2011,6,21,3,33,170,4.50735294117647
burtoja01,2012,5,16,5,55,186,3.38532258064516
burtoja01,2013,6,22,5,61,198,3.60860606060606
burtoja01,2010,0,0,0,1,10,2.479
burtoja01,2011,1,3,0,3,14,6.45357142857143
burtoja01,2014,6,25,3,46,192,4.22575
byrdati01,2013,2,2,0,3,14,8.61942857142857
byrdati01,2010,4,20,0,29,116,4.47555172413793
byrdati01,2012,2,18,1,34,92,3.58413043478261
byrdati01,2011,3,19,1,47,113,3.15774336283186
cabrace01,2013,0,1,1,6,11,1.41163636363636
cabrace01,2014,0,2,3,2,3,14.132
cabrace01,2015,0,1,0,1,3,4.134
cahiltr01,2013,13,65,6,102,440,4.26163636363636
cahiltr01,2011,19,82,8,147,623,4.09883627608347
cahiltr01,2010,19,63,6,118,590,4.18747457627119
cahiltr01,2012,16,74,11,156,600,3.85
cahiltr01,2014,9,55,4,105,332,3.89103614457831
cahiltr01,2015,4,16,2,36,130,3.91861538461538
cainma01,2010,22,61,4,177,670,3.64765671641791
cainma01,2013,23,55,5,158,553,3.93226763110307
cainma01,2012,21,51,9,193,658,3.40047112462006
cainma01,2011,9,63,9,179,665,2.91221804511278
cainma01,2014,13,32,2,70,271,4.58218450184502
cainma01,2015,12,20,4,41,182,5.54059340659341
caminar01,2015,7,29,6,73,224,3.80364285714286
caminar01,2014,2,4,0,8,20,6.432
caminar01,2013,2,3,1,12,39,4.12492307692308
campsh01,2013,7,9,0,13,69,7.048
campsh01,2014,1,0,0,1,10,6.432
campsh01,2011,3,22,6,32,199,3.9144472361809
campsh01,2012,7,21,0,54,233,3.68727467811159
campsh01,2010,8,18,4,46,217,4.15734101382488
cappsma01,2010,6,17,0,59,219,3.22968493150685
cappsma01,2012,5,4,0,18,88,4.49272727272727
cappsma01,2011,10,13,4,34,197,4.74581218274112
capuach01,2012,25,54,2,162,595,3.94710084033613
capuach01,2011,27,53,5,168,558,4.04112903225806
capuach01,2013,11,24,0,81,317,3.54957728706625
capuach01,2010,9,21,1,54,198,4.21536363636364
capuach01,2015,6,22,3,38,122,5.02744262295082
capuach01,2014,10,34,4,84,292,3.91282191780822
carmofa01,2011,22,60,14,109,566,4.56210247349823
carmofa01,2010,17,72,9,124,631,4.10594136291601
carmofa01,2012,4,3,1,2,43,7.28104651162791
carmofa01,2013,24,38,13,113,453,4.63078145695364
carmofa01,2015,9,26,1,42,254,4.48045669291339
carmofa01,2014,19,73,9,105,494,4.85062348178138
carpean01,2012,4,6,0,9,27,8.87277777777778
carpean01,2011,3,7,0,16,44,4.93409090909091
carpean01,2010,1,0,0,2,9,6.079
carpech01,2011,16,55,6,191,712,3.06292134831461
carpech01,2010,21,63,13,179,705,3.68751063829787
carpech01,2012,2,3,2,12,51,4.095
carpeda01,2011,3,13,4,29,83,4.1816265060241
carpeda01,2012,5,16,2,31,97,4.85788659793814
carpeda01,2014,5,16,3,67,183,2.93527868852459
carpeda01,2013,5,20,3,74,197,2.83480203045685
carpeda01,2015,4,9,1,15,74,5.24210810810811
carpeda02,2012,6,17,0,28,119,4.93533613445378
carpeda02,2014,0,0,2,0,9,5.132
carpeda02,2015,2,0,0,5,11,7.49763636363636
carpeda02,2013,1,2,0,1,1,54.048
carradj01,2011,7,16,6,27,148,5.11283783783784
carradj01,2012,2,0,1,3,11,9.36772727272727
carradj01,2010,5,34,5,65,235,3.74282978723404
cashnan01,2013,12,47,4,128,525,3.35085714285714
cashnan01,2012,5,19,1,52,139,3.54823741007194
cashnan01,2014,7,29,1,93,370,3.09145945945946
cashnan01,2010,8,30,4,50,163,5.02992024539877
cashnan01,2015,19,66,6,165,554,3.85421660649819
cashnan01,2011,1,4,0,8,32,3.86875
cassebo01,2012,2,6,1,2,15,11.695
cassebo01,2010,0,8,1,8,60,3.629
cassebo01,2011,1,19,1,24,119,3.65525210084034
cecilbr01,2014,2,27,1,76,160,2.3445
cecilbr01,2013,4,23,3,70,182,2.88316483516484
cecilbr01,2015,4,13,2,70,163,2.34258895705521
cecilbr01,2010,18,54,1,117,518,4.03459845559846
cecilbr01,2011,22,42,6,87,371,5.09508086253369
cecilbr01,2012,11,23,3,51,184,5.03521739130435
cedenxa01,2015,4,14,2,47,138,3.2644347826087
cedenxa01,2011,2,0,0,0,5,18.625
cedenxa01,2013,0,8,2,9,37,4.02097297297297
cedenxa01,2014,1,0,0,5,21,3.56057142857143
cedenxa01,2012,3,14,1,36,93,3.48209677419355
chacijh01,2014,8,28,1,42,190,4.82147368421053
chacijh01,2013,11,61,3,126,592,3.46860810810811
chacijh01,2012,10,32,2,45,207,5.15297101449275
chacijh01,2015,4,10,0,21,80,4.634
chacijh01,2010,10,61,9,138,412,3.54501941747573
chacijh01,2011,20,87,4,150,582,4.22603092783505
chapmar01,2010,0,5,0,19,40,1.354
chapmar01,2011,2,41,2,71,150,3.285
chapmar01,2012,4,23,4,122,215,1.54616279069767
chapmar01,2014,1,24,2,106,162,0.891259259259259
chapmar01,2013,7,29,3,112,191,2.46684816753927
chapmar01,2015,3,33,5,116,199,1.94304522613065
chapmke02,2013,1,13,1,15,61,4.27750819672131
chapmke02,2015,1,3,0,8,16,4.259
chapmke02,2014,3,11,0,19,64,4.72575
chatwty01,2013,5,41,4,66,334,3.65877844311377
chatwty01,2014,4,8,2,20,72,4.882
chatwty01,2012,9,33,0,41,194,5.16716494845361
chatwty01,2011,14,71,6,74,426,4.89119718309859
chaveje01,2011,3,5,0,8,23,7.98152173913043
chaveje01,2014,17,49,5,136,438,3.89227397260274
chaveje01,2013,3,20,3,55,172,3.01311627906977
chaveje01,2015,18,48,2,136,471,3.84737579617834
chaveje01,2012,7,11,3,30,74,6.05445945945946
chaveje01,2010,11,23,1,45,188,5.07368085106383
chenbr01,2015,3,1,0,4,19,8.50242105263158
chenbr01,2010,17,57,3,98,421,4.53980760095012
chenbr01,2013,13,36,3,78,363,4.12238016528926
chenbr01,2014,7,16,1,36,145,4.58027586206897
chenbr01,2012,33,47,8,140,575,4.73326086956522
chenbr01,2011,18,50,7,97,465,4.38629032258065
chenwe02,2014,23,35,3,136,557,3.89142549371634
chenwe02,2013,17,39,2,104,411,4.04070072992701
chenwe02,2012,29,57,5,154,578,4.41852941176471
chenwe02,2015,28,41,5,153,574,4.15839024390244
choatra01,2010,3,17,3,40,134,3.50437313432836
choatra01,2013,0,11,2,28,106,2.5668679245283
choatra01,2014,2,13,5,32,108,3.57644444444444
choatra01,2011,3,13,2,31,74,3.91689189189189
choatra01,2015,2,5,6,22,82,3.68278048780488
choatra01,2012,1,18,5,38,116,3.2501724137931
cingrto01,2015,3,25,3,39,100,4.484
cingrto01,2013,14,43,2,120,314,3.78366878980892
cingrto01,2014,12,35,1,61,190,5.37410526315789
cingrto01,2012,1,2,0,9,15,3.295
cishest01,2012,3,29,6,68,191,3.22065445026178
cishest01,2015,4,27,1,48,166,3.85689156626506
cishest01,2011,1,19,3,55,164,2.45792682926829
cishest01,2014,3,21,1,84,196,2.16771428571429
cishest01,2013,3,22,2,74,209,2.5168995215311
cishest01,2010,0,1,0,3,13,2.38669230769231
cletoma01,2014,3,23,3,32,88,4.93881818181818
cletoma01,2011,2,4,0,6,13,9.025
cletoma01,2012,4,2,1,15,27,6.53944444444445
cletoma01,2013,1,1,2,5,7,8.19085714285714
clippty01,2014,5,23,1,82,211,2.74811374407583
clippty01,2012,7,29,2,84,218,3.31518348623853
clippty01,2013,9,24,4,73,213,3.82264788732394
clippty01,2015,8,31,4,64,213,4.27484507042254
clippty01,2011,11,26,0,104,265,3.17216981132075
clippty01,2010,8,41,2,112,273,3.1779010989011
cokeph01,2010,2,26,4,53,194,3.23363917525773
cokeph01,2014,5,20,2,41,174,3.9768275862069
cokeph01,2015,2,5,0,12,38,4.47610526315789
cokeph01,2011,5,40,4,69,326,3.56794478527607
cokeph01,2012,5,18,1,51,162,3.46537037037037
cokeph01,2013,3,21,0,30,115,4.14365217391304
colege01,2014,11,40,9,138,414,3.23344927536232
colege01,2015,11,44,10,202,624,2.65803846153846
colege01,2013,7,28,3,100,352,2.91163636363636
colemca01,2010,3,25,2,27,171,4.23689473684211
colemca01,2011,10,46,4,75,253,4.56650197628458
colemca01,2014,0,6,0,5,36,3.79866666666667
colemca01,2012,5,12,0,16,73,5.93061643835616
colemlo01,2011,9,26,3,64,179,4.29874301675978
colemlo01,2013,1,6,1,32,89,2.03676404494382
colemlo01,2014,6,18,1,24,102,5.69082352941176
colemlo01,2012,10,26,1,65,153,4.68323529411765
colemlo01,2015,0,2,0,1,9,4.46733333333333
collmjo01,2013,8,33,2,85,276,3.47191304347826
collmjo01,2015,18,24,1,63,363,4.64639669421488
collmjo01,2012,13,22,0,80,271,3.92525830258303
collmjo01,2014,18,39,4,115,538,3.87363568773234
collmjo01,2011,17,28,5,100,463,3.80253779697624
colomal01,2013,2,9,1,12,48,5.048
colomal01,2014,1,10,0,13,71,3.85030985915493
colomal01,2015,9,31,4,88,329,3.55345288753799
colonba01,2015,25,24,4,136,584,3.83776712328767
colonba01,2011,21,40,3,135,493,3.82824543610548
colonba01,2012,17,23,1,91,457,3.82366520787746
colonba01,2013,14,29,0,117,571,3.23188791593695
colonba01,2014,22,30,5,151,607,3.57186820428336
contrjo01,2010,5,16,4,57,170,3.27311764705882
contrjo01,2012,1,3,1,15,41,2.72914634146341
contrjo01,2011,0,8,1,13,42,3.09642857142857
contrjo01,2013,1,6,0,5,15,7.248
cookaa01,2012,15,21,1,20,282,5.44606382978723
cookaa01,2010,11,52,4,62,383,4.54375195822454
cookaa01,2011,9,37,5,48,291,4.54046391752577
cookry01,2015,4,7,0,6,26,10.1724615384615
cookry01,2014,3,22,2,50,150,3.352
cookry01,2012,4,27,4,80,220,2.89045454545455
cookry01,2011,0,8,0,7,23,4.32934782608696
cookry01,2013,2,25,4,67,202,2.73611881188119
cordefr01,2010,5,36,2,59,218,3.9184495412844
cordefr01,2011,6,22,3,42,209,4.01543062200957
cordefr01,2012,9,18,2,31,118,6.01872881355932
correke01,2013,24,45,2,101,556,4.40231654676259
correke01,2014,20,40,5,79,462,4.67096103896104
correke01,2010,20,64,5,115,435,4.71348275862069
correke01,2012,20,46,3,89,513,4.43418128654971
correke01,2015,4,8,0,14,70,5.19114285714286
correke01,2011,24,39,2,77,462,4.84967532467532
cosarja01,2015,10,33,1,47,209,5.11486124401914
cosarja01,2013,3,35,0,33,180,4.348
cosarja01,2014,9,73,3,115,541,3.76970794824399
cottsne01,2015,12,22,4,58,190,4.99715789473684
cottsne01,2014,6,23,3,63,200,3.582
cottsne01,2013,2,18,0,65,171,2.17080701754386
crainje01,2013,0,11,1,46,110,1.52072727272727
crainje01,2011,7,31,0,70,196,3.6984693877551
crainje01,2010,5,27,1,62,204,3.44664705882353
crainje01,2012,5,23,1,60,144,3.44916666666667
cruzju02,2010,0,4,0,7,16,2.704
cruzju02,2012,3,19,3,33,107,4.18845794392523
cruzju02,2011,5,28,0,46,146,4.19623287671233
cuetojo01,2012,15,49,12,170,651,3.27011520737327
cuetojo01,2015,21,46,8,176,636,3.52550943396226
cuetojo01,2011,8,47,10,104,468,3.45448717948718
cuetojo01,2010,19,56,9,138,557,3.97307540394973
cuetojo01,2014,22,65,15,242,731,3.30436662106703
cuetojo01,2013,7,18,1,51,182,3.80624175824176
danksjo01,2012,7,23,1,30,161,5.01425465838509
danksjo01,2014,25,74,9,129,581,4.76366953528399
danksjo01,2013,28,27,4,89,415,5.06486746987952
danksjo01,2015,24,56,3,124,533,4.49047279549719
danksjo01,2010,18,70,4,162,639,3.69871830985916
danksjo01,2011,19,46,7,135,511,3.82343444227006
daviswa01,2012,5,29,0,87,211,2.78220379146919
daviswa01,2015,3,20,0,78,202,2.28746534653465
daviswa01,2013,15,58,4,114,406,4.17854187192118
daviswa01,2014,0,23,3,109,216,1.18755555555556
daviswa01,2010,24,62,5,113,504,4.78733333333333
daviswa01,2011,23,63,8,105,552,4.66630434782609
dedunsa01,2011,0,3,0,4,9,3.35833333333333
dedunsa01,2010,1,1,0,3,8,6.829
dedunsa01,2012,10,53,5,57,237,5.50006329113924
dedunsa01,2013,7,41,9,67,324,4.03874074074074
dedunsa01,2015,3,9,3,17,63,5.08638095238095
dedunsa01,2014,9,46,10,83,302,4.31411920529801
defraju01,2012,0,5,0,8,32,3.00125
defraju01,2011,0,3,1,3,12,4.525
defraju01,2015,9,32,5,68,240,4.284
defraju01,2013,3,25,5,42,140,4.01228571428571
defraju01,2014,4,12,3,49,158,3.11301265822785
delabst01,2012,12,26,5,92,198,4.07984848484849
delabst01,2013,4,29,2,82,176,2.72413636363636
delabst01,2011,1,4,1,7,21,5.025
delabst01,2015,5,14,1,30,88,4.83854545454545
delabst01,2014,3,19,3,21,77,5.58654545454545
delarda01,2013,3,28,1,65,217,2.99270046082949
